execute(java.lang.String) : { ... } is source; redirect(java.lang.String) : { ... } is sink;
execute(java.lang.String) : { ... } is source; processFeed(java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is sink;
execute(java.lang.String) : { ... } is source; getMoreFeed(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is sink;
execute(java.lang.String) : { ... } is source; showPasswordHint(java.lang.String) : { ... } is sink;
execute(java.lang.String) : { ... } is source; processLogin(java.lang.String,java.lang.String,java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) : { ... } is sink;
execute(java.lang.String) : { ... } is source; showFeed(java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is sink;
execute(java.lang.String) : { ... } is source; showLogin(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) : { ... } is sink;
execute(java.lang.String) : { ... } is source; accept(java.io.File,java.lang.String) : { ... } is sink;
execute(java.lang.String) : { ... } is source; loadFile(java.lang.String,java.lang.String[],java.lang.String) : { ... } is sink;
execute(java.lang.String) : { ... } is source; recreateDatabaseSchema() : { ... } is sink;
execute(java.lang.String) : { ... } is source; fortune(java.lang.String) : { ... } is sink;
execute(java.lang.String) : { ... } is source; ping(java.lang.String) : { ... } is sink;
execute(java.lang.String) : { ... } is source; getProfileImageNameFromUsername(java.lang.String) : { ... } is sink;
execute(java.lang.String) : { ... } is source; updateUsername(java.lang.String,java.lang.String) : { ... } is sink;
execute(java.lang.String) : { ... } is source; usernameExists(java.lang.String) : { ... } is sink;
execute(java.lang.String) : { ... } is source; emailUser(java.lang.String) : { ... } is sink;
execute(java.lang.String) : { ... } is source; getCookieFromRequestByName(javax.servlet.http.HttpServletRequest,java.lang.String) : { ... } is sink;
execute(java.lang.String) : { ... } is source; upgradeCookieSecurityForHttpsIfRequired(javax.servlet.http.HttpServletResponse) : { ... } is sink;
execute(java.lang.String) : { ... } is source; isConnectionFromHttps() : { ... } is sink;",/app/src/main/java/com/veracode/verademo/commands/ListenCommand.java,26,22,26,43
v6,,warning,"ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; execute(java.lang.String) : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; processBlabbers(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; renderGet(org.springframework.ui.Model,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; processReset(java.lang.String,java.lang.String,org.springframework.ui.Model) : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; tools(java.lang.String,java.lang.String,org.springframework.ui.Model) : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; showBlabbers(java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; emailExceptionsToAdmin(java.lang.Throwable) : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; downloadImage(java.lang.String,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; getPostDateString() : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; processProfile(java.lang.String,java.lang.String,java.lang.String,org.springframework.web.multipart.MultipartFile,org.springframework.web.multipart.MultipartHttpServletRequest,javax.servlet.http.HttpServletResponse) : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; processBlab(java.lang.String,java.lang.Integer,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; getCreatedDateString() : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; showProfile(java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; processRegisterFinish(java.lang.String,java.lang.String,java.lang.String,java.lang.String,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,org.springframework.ui.Model) : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; processRegister(java.lang.String,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,org.springframework.ui.Model) : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; getTimestampString() : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; showBlab(java.lang.Integer,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; getJdbcConnectionString() : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; Constants() : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; createFromRequest(javax.servlet.http.HttpServletRequest) : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; redirect(java.lang.String) : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; processFeed(java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; getMoreFeed(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; showPasswordHint(java.lang.String) : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; processLogin(java.lang.String,java.lang.String,java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; showFeed(java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; showLogin(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; accept(java.io.File,java.lang.String) : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; loadFile(java.lang.String,java.lang.String[],java.lang.String) : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; recreateDatabaseSchema() : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; fortune(java.lang.String) : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; ping(java.lang.String) : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; getProfileImageNameFromUsername(java.lang.String) : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; updateUsername(java.lang.String,java.lang.String) : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; usernameExists(java.lang.String) : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; emailUser(java.lang.String) : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; getCookieFromRequestByName(javax.servlet.http.HttpServletRequest,java.lang.String) : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; upgradeCookieSecurityForHttpsIfRequired(javax.servlet.http.HttpServletResponse) : { ... } is sink;
ListenCommand(java.sql.Connection,java.lang.String) : { ... } is source; isConnectionFromHttps() : { ... } is sink;",/app/src/main/java/com/veracode/verademo/commands/ListenCommand.java,19,43,19,57
v6,,warning,"IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; execute(java.lang.String) : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; processBlabbers(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; renderGet(org.springframework.ui.Model,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; processReset(java.lang.String,java.lang.String,org.springframework.ui.Model) : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; tools(java.lang.String,java.lang.String,org.springframework.ui.Model) : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; showBlabbers(java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; emailExceptionsToAdmin(java.lang.Throwable) : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; downloadImage(java.lang.String,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; getPostDateString() : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; processProfile(java.lang.String,java.lang.String,java.lang.String,org.springframework.web.multipart.MultipartFile,org.springframework.web.multipart.MultipartHttpServletRequest,javax.servlet.http.HttpServletResponse) : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; processBlab(java.lang.String,java.lang.Integer,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; getCreatedDateString() : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; showProfile(java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; processRegisterFinish(java.lang.String,java.lang.String,java.lang.String,java.lang.String,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,org.springframework.ui.Model) : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; processRegister(java.lang.String,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,org.springframework.ui.Model) : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; getTimestampString() : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; showBlab(java.lang.Integer,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; getJdbcConnectionString() : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; Constants() : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; createFromRequest(javax.servlet.http.HttpServletRequest) : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; redirect(java.lang.String) : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; processFeed(java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; getMoreFeed(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; showPasswordHint(java.lang.String) : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; processLogin(java.lang.String,java.lang.String,java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; showFeed(java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; showLogin(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; accept(java.io.File,java.lang.String) : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; loadFile(java.lang.String,java.lang.String[],java.lang.String) : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; recreateDatabaseSchema() : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; fortune(java.lang.String) : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; ping(java.lang.String) : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; getProfileImageNameFromUsername(java.lang.String) : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; updateUsername(java.lang.String,java.lang.String) : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; usernameExists(java.lang.String) : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; emailUser(java.lang.String) : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; getCookieFromRequestByName(javax.servlet.http.HttpServletRequest,java.lang.String) : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; upgradeCookieSecurityForHttpsIfRequired(javax.servlet.http.HttpServletResponse) : { ... } is sink;
IgnoreCommand(java.sql.Connection,java.lang.String) : { ... } is source; isConnectionFromHttps() : { ... } is sink;",/app/src/main/java/com/veracode/verademo/commands/IgnoreCommand.java,19,43,19,57
v6,,warning,"processBlabbers(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is source; execute(java.lang.String) : { ... } is sink;
processBlabbers(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is source; processBlabbers(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is sink;
processBlabbers(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is source; renderGet(org.springframework.ui.Model,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) : { ... } is sink;
processBlabbers(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is source; processReset(java.lang.String,java.lang.String,org.springframework.ui.Model) : { ... } is sink;
processBlabbers(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is source; tools(java.lang.String,java.lang.String,org.springframework.ui.Model) : { ... } is sink;
processBlabbers(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is source; showBlabbers(java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is sink;
processBlabbers(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is source; emailExceptionsToAdmin(java.lang.Throwable) : { ... } is sink;
processBlabbers(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is source; downloadImage(java.lang.String,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) : { ... } is sink;
processBlabbers(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is source; getPostDateString() : { ... } is sink;
processBlabbers(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is source; processProfile(java.lang.String,java.lang.String,java.lang.String,org.springframework.web.multipart.MultipartFile,org.springframework.web.multipart.MultipartHttpServletRequest,javax.servlet.http.HttpServletResponse) : { ... } is sink;
processBlabbers(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is source; processBlab(java.lang.String,java.lang.Integer,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is sink;
processBlabbers(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is source; getCreatedDateString() : { ... } is sink;
processBlabbers(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is source; showProfile(java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is sink;
processBlabbers(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is source; processRegisterFinish(java.lang.String,java.lang.String,java.lang.String,java.lang.String,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,org.springframework.ui.Model) : { ... } is sink;
processBlabbers(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is source; processRegister(java.lang.String,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,org.springframework.ui.Model) : { ... } is sink;
processBlabbers(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is source; getTimestampString() : { ... } is sink;
processBlabbers(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is source; showBlab(java.lang.Integer,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is sink;
processBlabbers(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is source; getJdbcConnectionString() : { ... } is sink;
processBlabbers(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is source; Constants() : { ... } is sink;
processBlabbers(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is source; createFromRequest(javax.servlet.http.HttpServletRequest) : { ... } is sink;
processBlabbers(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is source; redirect(java.lang.String) : { ... } is sink;
processBlabbers(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is source; processFeed(java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is sink;
processBlabbers(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is source; getMoreFeed(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is sink;
processBlabbers(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is source; showPasswordHint(java.lang.String) : { ... } is sink;
processBlabbers(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is source; processLogin(java.lang.String,java.lang.String,java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) : { ... } is sink;
processBlabbers(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is source; showFeed(java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is sink;
processBlabbers(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is source; showLogin(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) : { ... } is sink;
processBlabbers(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is source; accept(java.io.File,java.lang.String) : { ... } is sink;
processBlabbers(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is source; loadFile(java.lang.String,java.lang.String[],java.lang.String) : { ... } is sink;
processBlabbers(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is source; recreateDatabaseSchema() : { ... } is sink;
processBlabbers(java.lang.String,java.lang.String,org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) : { ... } is source; fortune(java.lang.String) : { ... } is sink;
